FechaPrediccion(UTC)	Hora	Vel78m(m/s)	Dir_78m
2015/02/27 01:00 4.356027 211.29198
2015/02/27 02:00 3.8271964 214.68199
2015/02/27 03:00 3.2340221 214.81732
2015/02/27 04:00 2.7037244 207.79897
2015/02/27 05:00 2.4260235 200.13226
2015/02/27 06:00 2.080083 195.59225
2015/02/27 07:00 1.505578 182.85045
2015/02/27 08:00 0.9973054 136.32434
2015/02/27 09:00 1.1688267 95.924866
2015/02/27 10:00 1.7834308 88.23202
2015/02/27 11:00 2.6396058 93.78424
2015/02/27 12:00 3.3932266 95.712166
2015/02/27 13:00 4.253874 96.89733
2015/02/27 14:00 4.891791 95.932106
2015/02/27 15:00 5.192279 89.0862
2015/02/27 16:00 5.7614336 80.70084
2015/02/27 17:00 6.34493 78.40539
2015/02/27 18:00 6.695817 78.587105
2015/02/27 19:00 6.837983 76.25106
2015/02/27 20:00 6.876186 71.60873
2015/02/27 21:00 6.8758154 65.21014
2015/02/27 22:00 6.7963624 57.023277
2015/02/27 23:00 6.638794 48.402546
2015/02/28 00:00 7.337754 38.53401
2015/02/28 01:00 6.958416 32.670357
2015/02/28 02:00 6.5913525 23.789646
2015/02/28 03:00 6.47033 15.228628
2015/02/28 04:00 6.455011 10.173821
2015/02/28 05:00 6.4480047 8.300493
2015/02/28 06:00 6.3311753 3.2657292
2015/02/28 07:00 5.7344656 356.15945
2015/02/28 08:00 4.5570483 347.57764
2015/02/28 09:00 4.597482 349.01688
2015/02/28 10:00 4.820487 346.7845
2015/02/28 11:00 4.8683743 345.48624
2015/02/28 12:00 5.0908422 348.19775
2015/02/28 13:00 4.73649 351.2697
2015/02/28 14:00 4.2743053 353.3238
2015/02/28 15:00 3.973687 354.81198
2015/02/28 16:00 3.7206852 356.86703
2015/02/28 17:00 3.3895476 1.6185074
2015/02/28 18:00 2.8999553 6.1691465
2015/02/28 19:00 2.6148593 8.030651
2015/02/28 20:00 2.4478998 4.7665415
2015/02/28 21:00 2.3540168 358.69565
2015/02/28 22:00 2.3586628 356.24506
2015/02/28 23:00 2.3283405 358.59335
2015/03/01 00:00 3.0555398 17.048529
2015/03/01 01:00 2.6410933 30.005417
2015/03/01 02:00 2.1821864 46.726467
2015/03/01 03:00 1.8103073 61.132607
2015/03/01 04:00 1.4934459 68.13339
2015/03/01 05:00 1.4340003 81.21408
2015/03/01 06:00 1.1815569 99.781815
2015/03/01 07:00 0.71379256 132.23183
2015/03/01 08:00 0.55114806 192.68465
2015/03/01 09:00 0.7526344 212.00845
2015/03/01 10:00 0.7719789 197.40291
2015/03/01 11:00 0.9146428 183.57747
2015/03/01 12:00 1.1125807 167.34248
2015/03/01 13:00 1.6120958 148.98715
2015/03/01 14:00 2.2064376 143.76385
2015/03/01 15:00 3.1593347 136.78864
2015/03/01 16:00 5.1104956 127.83608
2015/03/01 17:00 6.8815384 127.45964
2015/03/01 18:00 7.76617 132.09578
2015/03/01 19:00 8.204748 137.93892
2015/03/01 20:00 8.3107 144.26476
2015/03/01 21:00 8.296922 151.04765
2015/03/01 22:00 8.183357 156.88805
2015/03/01 23:00 8.121119 161.445
2015/03/02 00:00 8.639804 150.13838
2015/03/02 01:00 8.520818 154.27946
2015/03/02 02:00 8.579807 159.53381
2015/03/02 03:00 8.490076 166.61337
2015/03/02 04:00 8.280653 174.68674
2015/03/02 05:00 8.08213 180.74908
2015/03/02 06:00 7.5818563 184.37242
2015/03/02 07:00 6.236425 186.49275
2015/03/02 08:00 4.9525957 187.85995
2015/03/02 09:00 4.2225733 192.48827
2015/03/02 10:00 4.0977516 193.55267
2015/03/02 11:00 4.4608045 192.57326
2015/03/02 12:00 4.7292647 190.42522
2015/03/02 13:00 5.221521 191.31981
2015/03/02 14:00 5.71894 189.9637
2015/03/02 15:00 6.1185 186.54707
2015/03/02 16:00 6.731059 180.7858
2015/03/02 17:00 7.4509 178.1785
2015/03/02 18:00 7.9830203 180.15955
2015/03/02 19:00 8.092591 180.59837
2015/03/02 20:00 8.186144 180.18015
2015/03/02 21:00 8.612498 178.17122
2015/03/02 22:00 8.801423 180.90846
2015/03/02 23:00 8.100864 194.10461
2015/03/03 00:00 9.806576 166.11671
2015/03/03 01:00 9.4313 166.73831
2015/03/03 02:00 9.06158 168.95276
2015/03/03 03:00 8.383026 184.96265
2015/03/03 04:00 7.6380186 210.73119
2015/03/03 05:00 7.602794 230.41191
2015/03/03 06:00 7.817281 234.46764
2015/03/03 07:00 7.9097605 236.67935
2015/03/03 08:00 8.4325695 251.37033
2015/03/03 09:00 10.29144 275.1995
2015/03/03 10:00 12.912378 303.06177
2015/03/03 11:00 14.047874 319.59842
2015/03/03 12:00 12.983763 323.0018
2015/03/03 13:00 11.52074 322.1611
2015/03/03 14:00 10.310166 319.62372
2015/03/03 15:00 8.84305 313.8998
2015/03/03 16:00 7.566313 306.99127
2015/03/03 17:00 6.5034842 300.26654
2015/03/03 18:00 6.01679 291.65088
2015/03/03 19:00 7.0403156 289.8198
2015/03/03 20:00 9.442363 293.71115
2015/03/03 21:00 10.451921 293.84167
2015/03/03 22:00 10.730594 291.176
2015/03/03 23:00 11.110351 296.31577
2015/03/04 00:00 12.28786 297.36395
2015/03/04 01:00 12.2773285 313.64963
2015/03/04 02:00 10.608911 318.3767
2015/03/04 03:00 9.391499 314.8423
2015/03/04 04:00 8.278221 309.8167
2015/03/04 05:00 7.0553207 294.1001
2015/03/04 06:00 6.8285437 276.09427
2015/03/04 07:00 6.9552894 266.51276
2015/03/04 08:00 6.1575284 262.10358
2015/03/04 09:00 6.085257 264.1082
2015/03/04 10:00 7.108311 268.6036
2015/03/04 11:00 6.9717536 267.08862
2015/03/04 12:00 6.685671 262.9846
2015/03/04 13:00 6.191142 258.3716
2015/03/04 14:00 5.550214 252.77863
2015/03/04 15:00 4.6833553 244.50716
2015/03/04 16:00 4.087355 227.69618
2015/03/04 17:00 4.205993 203.2907
2015/03/04 18:00 5.146543 184.9052
2015/03/04 19:00 6.3256335 176.03294
2015/03/04 20:00 7.4659257 173.47989
2015/03/04 21:00 8.3649235 173.70041
2015/03/04 22:00 8.903095 172.95103
2015/03/04 23:00 8.998508 167.74309
2015/03/05 00:00 6.1716948 195.15079
2015/03/05 01:00 5.705249 193.17874
2015/03/05 02:00 5.1120253 186.09293
2015/03/05 03:00 4.568929 179.5975
2015/03/05 04:00 3.973081 171.64978
2015/03/05 05:00 3.6027954 158.48341
2015/03/05 06:00 3.6662958 143.85962
2015/03/05 07:00 3.6943223 130.9701
2015/03/05 08:00 3.3429072 108.5728
2015/03/05 09:00 3.3546019 91.697
2015/03/05 10:00 4.877901 93.062355
2015/03/05 11:00 6.5216603 95.29424
2015/03/05 12:00 7.3728313 94.57594
2015/03/05 13:00 7.9586396 94.44455
2015/03/05 14:00 8.416357 96.07423
2015/03/05 15:00 8.635367 95.34552
2015/03/05 16:00 8.843996 92.63929
2015/03/05 17:00 9.154638 88.46904
2015/03/05 18:00 9.387654 85.34018
2015/03/05 19:00 9.2976265 82.31025
2015/03/05 20:00 9.152957 80.343315
2015/03/05 21:00 8.945982 78.211105
2015/03/05 22:00 8.860263 74.29131
2015/03/05 23:00 8.941164 71.00279
2015/03/06 00:00 10.12018 62.887234
2015/03/06 01:00 10.467354 62.84759
2015/03/06 02:00 10.743881 63.025867
2015/03/06 03:00 10.64647 61.82378
2015/03/06 04:00 10.636617 59.95991
2015/03/06 05:00 11.00728 58.938297
2015/03/06 06:00 11.509046 58.884506
2015/03/06 07:00 11.75825 58.171246
2015/03/06 08:00 11.666471 57.102524
2015/03/06 09:00 11.812005 57.480072
2015/03/06 10:00 11.7133875 56.39252
2015/03/06 11:00 11.386386 53.087845
2015/03/06 12:00 10.948969 46.675266
2015/03/06 13:00 10.71423 38.176136
2015/03/06 14:00 11.182621 32.342323
2015/03/06 15:00 11.620321 29.650837
2015/03/06 16:00 12.074127 26.978392
2015/03/06 17:00 12.668752 24.931335
2015/03/06 18:00 13.201241 24.994598
2015/03/06 19:00 12.83031 26.412104
2015/03/06 20:00 13.004071 25.70063
2015/03/06 21:00 12.7961855 24.41878
2015/03/06 22:00 12.311307 23.884163
2015/03/06 23:00 11.829821 23.03785
2015/03/07 00:00 10.750711 20.276888
2015/03/07 01:00 10.853924 19.51448
2015/03/07 02:00 11.023857 21.135075
2015/03/07 03:00 11.072237 23.232302
2015/03/07 04:00 10.881377 25.228262
2015/03/07 05:00 10.993225 24.711473
2015/03/07 06:00 10.73886 25.455137
2015/03/07 07:00 10.492757 26.64005
2015/03/07 08:00 10.384386 28.35856
2015/03/07 09:00 10.080734 29.273554
2015/03/07 10:00 9.964627 29.699385
2015/03/07 11:00 9.846081 29.780743
2015/03/07 12:00 9.925133 30.564583
2015/03/07 13:00 9.85485 32.23903
2015/03/07 14:00 9.416251 34.20155
2015/03/07 15:00 9.162847 35.030785
2015/03/07 16:00 8.873214 33.961563
2015/03/07 17:00 8.909992 31.58588
2015/03/07 18:00 9.249439 29.138102
2015/03/07 19:00 9.541873 27.48189
2015/03/07 20:00 9.890046 26.83728
2015/03/07 21:00 10.327997 26.713255
2015/03/07 22:00 10.679082 27.700432
2015/03/07 23:00 10.866896 29.129215
2015/03/08 00:00 10.681448 35.0292
2015/03/08 01:00 10.621141 35.674294
2015/03/08 02:00 10.45617 36.888977
2015/03/08 03:00 10.394776 36.949074
2015/03/08 04:00 10.570379 36.37131
2015/03/08 05:00 10.675787 36.614872
2015/03/08 06:00 10.1108055 36.316246
2015/03/08 07:00 9.632841 37.36276
2015/03/08 08:00 9.656853 40.409096
2015/03/08 09:00 9.829703 42.517227
2015/03/08 10:00 9.869851 43.3417
2015/03/08 11:00 9.661478 43.61429
2015/03/08 12:00 9.542237 45.06991
2015/03/08 13:00 9.40144 46.444862
2015/03/08 14:00 9.196863 47.31702
2015/03/08 15:00 8.892022 46.193306
2015/03/08 16:00 8.530616 43.517315
2015/03/08 17:00 8.61359 41.301247
2015/03/08 18:00 8.684042 42.003582
2015/03/08 19:00 8.585512 42.434242
2015/03/08 20:00 8.302462 41.934204
2015/03/08 21:00 7.9834075 41.322388
2015/03/08 22:00 7.81785 39.24716
2015/03/08 23:00 8.055785 37.356377
2015/03/09 00:00 8.28915 46.305973
2015/03/09 01:00 8.333044 46.922043
2015/03/09 02:00 8.207995 45.661266
2015/03/09 03:00 8.129346 43.473537
2015/03/09 04:00 8.281307 41.504044
2015/03/09 05:00 8.490974 41.612766
2015/03/09 06:00 8.300535 43.382317
2015/03/09 07:00 7.3282595 44.83185
2015/03/09 08:00 6.4795804 45.517868
2015/03/09 09:00 6.3821073 49.333908
2015/03/09 10:00 6.095089 47.960907
2015/03/09 11:00 6.34214 48.53225
2015/03/09 12:00 6.334454 45.23014
2015/03/09 13:00 6.5300884 47.47491
2015/03/09 14:00 6.6097875 48.746742
2015/03/09 15:00 6.59549 49.23664
2015/03/09 16:00 6.6496797 50.526142
2015/03/09 17:00 6.9486017 48.79957
2015/03/09 18:00 7.2060914 47.19071
2015/03/09 19:00 7.361052 47.08617
2015/03/09 20:00 7.250522 48.32472
2015/03/09 21:00 7.083694 47.6577
2015/03/09 22:00 7.077554 44.20554
2015/03/09 23:00 7.0916266 39.75679
2015/03/10 00:00 7.172439 39.53094
2015/03/10 01:00 7.2631145 40.084682
2015/03/10 02:00 7.228866 41.11577
2015/03/10 03:00 7.199349 40.639465
2015/03/10 04:00 7.2246227 40.357758
2015/03/10 05:00 7.0745225 40.10387
2015/03/10 06:00 6.196005 38.344685
2015/03/10 07:00 4.594785 31.06855
2015/03/10 08:00 3.255822 20.488142
2015/03/10 09:00 3.0080929 25.490097
2015/03/10 10:00 2.637274 16.538464
2015/03/10 11:00 2.685737 22.582285
2015/03/10 12:00 2.8774898 25.346386
2015/03/10 13:00 3.1102781 35.35729
2015/03/10 14:00 3.35006 42.355923
2015/03/10 15:00 3.5287995 50.262054
2015/03/10 16:00 3.5992658 59.27829
2015/03/10 17:00 3.712054 67.41889
2015/03/10 18:00 3.478863 72.14513
2015/03/10 19:00 2.9088714 72.79958
2015/03/10 20:00 2.2173538 71.54573
2015/03/10 21:00 1.3348175 68.355225
2015/03/10 22:00 0.3367177 16.016848
2015/03/10 23:00 0.9473573 278.01788
2015/03/11 00:00 3.3605297 291.33026
2015/03/11 01:00 3.7413325 293.3849
2015/03/11 02:00 3.823674 296.17935
2015/03/11 03:00 3.9623475 298.87994
2015/03/11 04:00 3.6896045 295.5304
2015/03/11 05:00 3.2187521 276.43124
2015/03/11 06:00 4.2324314 269.88464
2015/03/11 07:00 5.3110642 265.3351
2015/03/11 08:00 5.094021 277.5689
2015/03/11 09:00 4.384348 289.20322
2015/03/11 10:00 3.3824444 291.51077
2015/03/11 11:00 2.931391 303.016
2015/03/11 12:00 2.758687 306.92365
2015/03/11 13:00 2.4988713 308.12357
2015/03/11 14:00 1.981364 306.54297
2015/03/11 15:00 1.2516966 288.78622
2015/03/11 16:00 0.9289873 274.6166
2015/03/11 17:00 0.69773716 276.46216
2015/03/11 18:00 0.5228944 213.10283
2015/03/11 19:00 0.82594335 172.50537
2015/03/11 20:00 1.1152179 172.00528
2015/03/11 21:00 1.531827 171.78188
2015/03/11 22:00 2.1261792 180.84448
2015/03/11 23:00 2.67426 192.39635
2015/03/12 00:00 5.098914 254.51056
2015/03/12 01:00 5.5243335 262.40372
2015/03/12 02:00 5.350317 269.41028
2015/03/12 03:00 4.4564753 274.72177
2015/03/12 04:00 3.102244 278.71835
2015/03/12 05:00 2.2473228 282.48425
2015/03/12 06:00 2.1079936 284.651
2015/03/12 07:00 2.2402189 285.23047
2015/03/12 08:00 1.7850018 276.7232
2015/03/12 09:00 1.5691221 278.06528
2015/03/12 10:00 1.4124036 276.96573
2015/03/12 11:00 1.3529834 277.00458
2015/03/12 12:00 1.4395714 284.6367
2015/03/12 13:00 1.6251775 288.05582
2015/03/12 14:00 2.0944262 287.4231
2015/03/12 15:00 2.9960303 288.14355
2015/03/12 16:00 3.439381 293.1239
2015/03/12 17:00 3.6502502 300.32138
2015/03/12 18:00 3.7155936 301.3715
2015/03/12 19:00 3.7245393 301.55966
2015/03/12 20:00 3.6369686 306.40848
2015/03/12 21:00 3.408445 310.82803
2015/03/12 22:00 3.4186022 310.4321
2015/03/12 23:00 3.8046548 305.70605
2015/03/13 00:00 5.616679 280.32513
2015/03/13 01:00 6.38768 277.9008
2015/03/13 02:00 6.8193755 276.3075
2015/03/13 03:00 7.1989236 275.16757
2015/03/13 04:00 7.305702 275.8458
2015/03/13 05:00 7.045293 277.12357
2015/03/13 06:00 6.6761928 277.48022
2015/03/13 07:00 5.7965555 275.30905
2015/03/13 08:00 4.5295854 266.00122
2015/03/13 09:00 3.9563262 261.1539
2015/03/13 10:00 3.89308 256.00345
2015/03/13 11:00 4.1408553 249.07086
2015/03/13 12:00 4.535881 243.04929
2015/03/13 13:00 4.6953473 237.79234
2015/03/13 14:00 4.6687303 232.14009
2015/03/13 15:00 4.648385 229.46165
2015/03/13 16:00 4.486765 227.86617
2015/03/13 17:00 4.240467 220.80737
2015/03/13 18:00 4.21146 207.67522
2015/03/13 19:00 4.4555287 197.56276
2015/03/13 20:00 4.878724 192.25174
2015/03/13 21:00 5.2958694 190.61923
2015/03/13 22:00 5.361622 192.93726
2015/03/13 23:00 4.9902744 196.21602
2015/03/14 00:00 4.9508457 238.73074
2015/03/14 01:00 4.124161 240.5444
2015/03/14 02:00 3.159832 242.68498
2015/03/14 03:00 2.0050056 245.53738
2015/03/14 04:00 0.7527598 246.18349
2015/03/14 05:00 0.657264 95.05431
2015/03/14 06:00 1.8332717 85.57907
2015/03/14 07:00 2.6451137 85.84212
2015/03/14 08:00 2.6562326 83.9445
2015/03/14 09:00 3.4474037 86.10983
2015/03/14 10:00 4.4800515 81.771484
2015/03/14 11:00 5.3254547 76.723114
2015/03/14 12:00 6.1623898 73.70511
2015/03/14 13:00 6.887058 72.754
2015/03/14 14:00 7.4568205 72.25064
2015/03/14 15:00 7.804113 71.504524
2015/03/14 16:00 7.8669167 70.66083
2015/03/14 17:00 7.619028 65.8578
2015/03/14 18:00 7.3312187 56.611107
2015/03/14 19:00 7.223195 44.902023
2015/03/14 20:00 7.383019 34.659504
2015/03/14 21:00 7.6601796 30.165598
2015/03/14 22:00 7.8420415 29.848682
2015/03/14 23:00 7.721096 30.73273
2015/03/15 00:00 8.025096 29.242645
2015/03/15 01:00 8.160953 26.750267
2015/03/15 02:00 8.524647 24.69905
2015/03/15 03:00 8.973927 22.661364
2015/03/15 04:00 9.315794 22.278828
2015/03/15 05:00 9.393731 21.412422
2015/03/15 06:00 8.55362 20.685507
2015/03/15 07:00 8.107403 19.33228
2015/03/15 08:00 7.956276 18.422655
2015/03/15 09:00 7.6271405 17.303255
2015/03/15 10:00 7.491994 18.87396
2015/03/15 11:00 7.1221614 17.631948
2015/03/15 12:00 6.7773013 17.444183
2015/03/15 13:00 6.3446574 16.335743
2015/03/15 14:00 5.9960375 14.760058
2015/03/15 15:00 5.869532 12.714354
2015/03/15 16:00 5.8459334 11.642917
2015/03/15 17:00 5.79996 12.603672
2015/03/15 18:00 5.969483 15.434003
2015/03/15 19:00 6.467519 18.35743
2015/03/15 20:00 6.782603 19.414217
2015/03/15 21:00 6.694278 19.172035
2015/03/15 22:00 6.620251 17.998756
2015/03/15 23:00 6.363163 15.265055
2015/03/16 00:00 7.030505 8.729099
2015/03/16 01:00 7.332365 5.7487125
2015/03/16 02:00 7.610598 4.1599345
2015/03/16 03:00 7.98077 4.305955
2015/03/16 04:00 8.032015 3.9718866
2015/03/16 05:00 7.903155 2.8310018
2015/03/16 06:00 6.960671 0.72764367
2015/03/16 07:00 5.9009 1.7417935
2015/03/16 08:00 5.585241 3.3478458
2015/03/16 09:00 6.417496 8.154418
2015/03/16 10:00 7.033438 14.088277
2015/03/16 11:00 7.0031466 17.364716
2015/03/16 12:00 6.944591 18.877949
2015/03/16 13:00 6.8870707 21.528952
2015/03/16 14:00 6.829727 23.556217
2015/03/16 15:00 6.8932924 26.24791
2015/03/16 16:00 6.9386997 31.106857
2015/03/16 17:00 7.176534 34.495354
2015/03/16 18:00 7.4423532 34.828293
2015/03/16 19:00 7.4793077 32.956467
2015/03/16 20:00 7.692467 29.125689
2015/03/16 21:00 8.01766 26.952547
2015/03/16 22:00 8.418868 28.422659
2015/03/16 23:00 8.589907 30.210987
2015/03/17 00:00 8.769339 24.697958
2015/03/17 01:00 8.975018 26.93913
2015/03/17 02:00 8.877999 28.03265
2015/03/17 03:00 8.926457 26.46733
2015/03/17 04:00 9.275603 24.970407
2015/03/17 05:00 9.110281 24.979939
2015/03/17 06:00 8.428495 23.95688
2015/03/17 07:00 8.2587595 23.872908
2015/03/17 08:00 7.966925 23.273338
2015/03/17 09:00 7.558202 22.554827
2015/03/17 10:00 6.976296 21.411507
2015/03/17 11:00 6.4344463 20.17806
2015/03/17 12:00 6.294845 21.680035
2015/03/17 13:00 6.39468 23.136086
2015/03/17 14:00 6.2115674 23.019
2015/03/17 15:00 5.75138 24.462736
2015/03/17 16:00 5.4471636 34.18573
2015/03/17 17:00 5.235504 50.147106
2015/03/17 18:00 5.1631546 60.615147
2015/03/17 19:00 5.5181174 58.66977
2015/03/17 20:00 4.483548 52.103752
2015/03/17 21:00 3.9577918 40.06742
2015/03/17 22:00 3.715733 19.498573
2015/03/17 23:00 4.062325 357.9469
2015/03/18 00:00 6.2365503 341.2236
2015/03/18 01:00 6.5501947 338.72003
2015/03/18 02:00 6.7360597 337.6497
2015/03/18 03:00 6.911005 334.78717
2015/03/18 04:00 7.251678 330.1153
2015/03/18 05:00 7.7819347 324.70538
2015/03/18 06:00 7.422506 317.93103
2015/03/18 07:00 7.6257257 314.62207
2015/03/18 08:00 7.906014 314.68982
2015/03/18 09:00 7.8303623 312.29996
2015/03/18 10:00 7.615788 308.4483
2015/03/18 11:00 7.4728503 304.483
2015/03/18 12:00 7.3950496 301.9306
2015/03/18 13:00 7.400658 300.95175
2015/03/18 14:00 7.293161 300.8772
2015/03/18 15:00 7.165063 300.8304
2015/03/18 16:00 6.9890304 300.88187
2015/03/18 17:00 6.866825 298.28455
2015/03/18 18:00 6.831818 294.0365
2015/03/18 19:00 7.138215 289.6866
2015/03/18 20:00 7.236614 284.26514
2015/03/18 21:00 6.989842 275.9404
2015/03/18 22:00 6.8189054 268.11667
2015/03/18 23:00 6.6760345 263.3322
2015/03/19 00:00 5.4614873 275.69824
2015/03/19 01:00 5.004362 270.11444
2015/03/19 02:00 4.6130443 265.46173
2015/03/19 03:00 4.231577 263.52307
2015/03/19 04:00 3.6549354 263.50012
2015/03/19 05:00 3.0202107 264.10666
2015/03/19 06:00 1.8842225 259.31406
2015/03/19 07:00 1.2030984 258.03198
2015/03/19 08:00 0.7707966 251.07716
2015/03/19 09:00 0.30512777 235.3155
2015/03/19 10:00 0.50884396 124.31905
2015/03/19 11:00 1.002802 114.51397
2015/03/19 12:00 1.2819858 98.69906
2015/03/19 13:00 1.6470585 91.67758
2015/03/19 14:00 2.134423 89.33687
2015/03/19 15:00 2.5513177 91.44747
2015/03/19 16:00 2.733202 90.5179
2015/03/19 17:00 2.87495 88.48531
2015/03/19 18:00 2.8606014 88.13428
2015/03/19 19:00 2.370248 80.49079
2015/03/19 20:00 1.8398759 59.333767
2015/03/19 21:00 1.8365426 21.74498
2015/03/19 22:00 2.5358748 351.81165
2015/03/19 23:00 3.5497053 337.41873
2015/03/20 00:00 5.5674396 327.18402
2015/03/20 01:00 6.967586 331.42853
2015/03/20 02:00 7.7078404 336.85312
2015/03/20 03:00 7.8373904 338.98672
2015/03/20 04:00 7.689152 336.79083
2015/03/20 05:00 7.6458364 330.1083
2015/03/20 06:00 7.732894 322.37448
2015/03/20 07:00 7.4841356 317.99377
2015/03/20 08:00 6.9271 316.8506
2015/03/20 09:00 6.692925 320.01593
2015/03/20 10:00 6.7467184 320.4352
2015/03/20 11:00 7.080447 317.9022
2015/03/20 12:00 7.692354 316.4709
2015/03/20 13:00 8.345275 316.83673
2015/03/20 14:00 9.02667 318.0398
2015/03/20 15:00 9.691001 320.88568
2015/03/20 16:00 9.988442 323.38553
2015/03/20 17:00 9.86634 322.81995
2015/03/20 18:00 9.67218 319.85672
2015/03/20 19:00 9.821725 318.77563
2015/03/20 20:00 10.060517 320.2067
2015/03/20 21:00 10.257516 322.57336
2015/03/20 22:00 10.387046 323.47266
2015/03/20 23:00 10.304682 322.26404
2015/03/21 00:00 11.281036 329.11365
2015/03/21 01:00 10.511877 326.50055
2015/03/21 02:00 9.951424 321.45148
2015/03/21 03:00 10.142634 319.23013
2015/03/21 04:00 10.116538 319.7537
2015/03/21 05:00 9.693154 319.34763
2015/03/21 06:00 8.408808 317.21762
2015/03/21 07:00 6.4524837 316.58417
2015/03/21 08:00 6.734676 325.31985
2015/03/21 09:00 6.873788 325.48035
2015/03/21 10:00 6.250687 318.79785
2015/03/21 11:00 5.9276156 311.46262
2015/03/21 12:00 5.582955 303.97922
2015/03/21 13:00 5.2419477 295.98526
2015/03/21 14:00 4.968872 288.18454
2015/03/21 15:00 4.8200064 278.69595
2015/03/21 16:00 4.5825562 268.56662
2015/03/21 17:00 4.1963964 252.41771
2015/03/21 18:00 4.5843344 228.29146
2015/03/21 19:00 5.838234 217.30284
2015/03/21 20:00 6.989714 217.19423
2015/03/21 21:00 7.8338413 219.27979
2015/03/21 22:00 8.453581 222.50642
2015/03/21 23:00 8.784475 225.77081
2015/03/22 00:00 8.466256 215.52827
2015/03/22 01:00 8.376557 215.5365
2015/03/22 02:00 7.9926114 214.51277
2015/03/22 03:00 7.601436 213.60606
2015/03/22 04:00 7.3682637 213.1399
2015/03/22 05:00 7.290268 215.15987
2015/03/22 06:00 6.7648396 221.48347
2015/03/22 07:00 5.6736045 230.79198
2015/03/22 08:00 4.394688 234.9101
2015/03/22 09:00 3.421947 238.98213
2015/03/22 10:00 3.5841067 240.75562
2015/03/22 11:00 4.152262 243.83858
2015/03/22 12:00 4.4762635 249.12329
2015/03/22 13:00 4.4962 251.75966
2015/03/22 14:00 4.609814 256.17197
2015/03/22 15:00 4.6004977 263.67755
2015/03/22 16:00 4.1621447 276.85928
2015/03/22 17:00 3.2005534 297.57864
2015/03/22 18:00 2.4804835 324.1552
2015/03/22 19:00 2.3424914 350.27734
2015/03/22 20:00 2.4000432 6.173033
2015/03/22 21:00 2.8134744 15.157929
2015/03/22 22:00 3.802099 11.515078
2015/03/22 23:00 5.966085 6.483782
2015/03/23 00:00 11.451058 8.569895
2015/03/23 01:00 10.625965 11.515624
2015/03/23 02:00 10.132492 16.577309
2015/03/23 03:00 9.711421 20.28167
2015/03/23 04:00 9.435893 20.182138
2015/03/23 05:00 9.007444 21.464445
2015/03/23 06:00 8.448989 20.39121
2015/03/23 07:00 7.715073 17.500893
2015/03/23 08:00 6.963142 15.785467
2015/03/23 09:00 6.410192 15.931218
2015/03/23 10:00 6.1410227 18.83002
2015/03/23 11:00 5.4034414 21.149778
2015/03/23 12:00 4.7876344 25.736935
2015/03/23 13:00 4.1357274 31.809732
2015/03/23 14:00 3.6784096 40.62796
2015/03/23 15:00 3.419403 51.213474
2015/03/23 16:00 3.616819 64.59577
2015/03/23 17:00 4.571049 82.46131
2015/03/23 18:00 5.3699627 91.78791
2015/03/23 19:00 5.695627 92.63013
2015/03/23 20:00 5.7318788 89.63736
2015/03/23 21:00 5.5351725 87.994865
2015/03/23 22:00 5.1012197 89.58542
2015/03/23 23:00 4.60637 92.338524
2015/03/24 00:00 4.1237435 115.19677
2015/03/24 01:00 3.957845 116.5471
2015/03/24 02:00 4.0363173 115.711525
2015/03/24 03:00 4.2087727 116.25732
2015/03/24 04:00 4.6397552 121.05635
2015/03/24 05:00 4.992247 125.7094
2015/03/24 06:00 5.208167 126.755714
2015/03/24 07:00 4.4924183 128.09459
2015/03/24 08:00 4.4156246 136.86598
2015/03/24 09:00 4.4260974 140.58531
2015/03/24 10:00 4.627156 140.56866
2015/03/24 11:00 4.8690643 140.135
2015/03/24 12:00 5.1707025 139.57166
2015/03/24 13:00 5.882582 136.2968
2015/03/24 14:00 6.68585 133.15872
2015/03/24 15:00 7.4163375 131.55322
2015/03/24 16:00 8.168799 130.00327
2015/03/24 17:00 9.261672 128.61853
2015/03/24 18:00 10.022982 130.79552
2015/03/24 19:00 10.145318 132.80884
2015/03/24 20:00 9.995972 135.04828
2015/03/24 21:00 9.921731 137.61128
2015/03/24 22:00 9.939883 139.79683
2015/03/24 23:00 9.956695 137.79346
2015/03/25 00:00 9.903648 143.97618
2015/03/25 01:00 9.72129 140.60359
2015/03/25 02:00 10.120779 135.7584
2015/03/25 03:00 10.65861 134.97842
2015/03/25 04:00 10.943702 133.96068
2015/03/25 05:00 11.196092 130.73409
2015/03/25 06:00 10.493469 127.68103
2015/03/25 07:00 9.101763 130.68158
2015/03/25 08:00 8.528944 131.30276
2015/03/25 09:00 8.442579 131.06752
2015/03/25 10:00 8.416534 127.657555
2015/03/25 11:00 8.23232 129.11487
2015/03/25 12:00 8.13645 128.76633
2015/03/25 13:00 8.617871 124.640564
2015/03/25 14:00 9.307966 120.82851
2015/03/25 15:00 9.82219 116.36577
2015/03/25 16:00 10.449481 112.12495
2015/03/25 17:00 11.094149 112.15456
2015/03/25 18:00 11.524565 114.08696
2015/03/25 19:00 11.554247 117.08325
2015/03/25 20:00 11.3055725 120.42567
2015/03/25 21:00 11.039431 122.72866
2015/03/25 22:00 10.843988 122.52223
2015/03/25 23:00 10.7003355 121.64556
2015/03/26 00:00 10.137691 124.00529
2015/03/26 01:00 9.957177 122.70835
2015/03/26 02:00 9.714304 122.1305
2015/03/26 03:00 9.538074 121.31464
2015/03/26 04:00 9.337882 120.86675
